,ActiveIngredients,List,Product,TherapeuticClass,ATC,PharmaceuticalForm,Status
132,VANCOMYCIN HYDROCHLORIDE 125 milligram(s),['vancomycin hydrochloride'],Vancomycin Capsule 125mg,"ANTIDIARRHEALS, INTESTINAL ANTIINFLAMMATORY/ANTIINFECTIVE AGENTS",A07AA09,CAPSULE,Authorised
133,MESALAZINE 250 milligram(s),['mesalazine'],Salofalk,"ANTIDIARRHEALS, INTESTINAL ANTIINFLAMMATORY/ANTIINFECTIVE AGENTS",A07EC02,TABLET,Withdrawn
134,MESALAZINE 500 milligram(s),['mesalazine'],Salofalk,"ANTIDIARRHEALS, INTESTINAL ANTIINFLAMMATORY/ANTIINFECTIVE AGENTS",A07EC02,TABLET,Withdrawn
135,MESALAZINE 500 milligram(s),['mesalazine'],Salofalk,"ANTIDIARRHEALS, INTESTINAL ANTIINFLAMMATORY/ANTIINFECTIVE AGENTS",A07EC02,SUPPOSITORY,Withdrawn
136,MESALAZINE 400 milligram(s),['mesalazine'],Pentacol 400mg gastro-resistant modified-release Tablets,"ANTIDIARRHEALS, INTESTINAL ANTIINFLAMMATORY/ANTIINFECTIVE AGENTS",A07EC02,GASTRO-RESISTANT TABLET,Withdrawn
137,MESALAZINE 500 milligram(s),['mesalazine'],PENTACOL 500mg suppositories,"ANTIDIARRHEALS, INTESTINAL ANTIINFLAMMATORY/ANTIINFECTIVE AGENTS",A07EC02,SUPPOSITORY,Withdrawn
138,MESALAZINE 1200 milligram(s),['mesalazine'],"Mezavant XL 1200mg, gastro-resistant, prolonged release Tablets","ANTIDIARRHEALS, INTESTINAL ANTIINFLAMMATORY/ANTIINFECTIVE AGENTS",A07EC02,"GASTRO-RESISTANT TABLET, PROLONGED-RELEASE TABLET",Authorised
139,MESALAZINE 400 milligram(s),['mesalazine'],Octasa Tablet Prolonged Release 400mg,"ANTIDIARRHEALS, INTESTINAL ANTIINFLAMMATORY/ANTIINFECTIVE AGENTS",A07EC02,PROLONGED-RELEASE TABLET,Withdrawn
140,MESALAZINE 400 milligram(s),['mesalazine'],Octasa,"ANTIDIARRHEALS, INTESTINAL ANTIINFLAMMATORY/ANTIINFECTIVE AGENTS",A07EC02,MODIFIED-RELEASE TABLET,Withdrawn
141,MESALAZINE 1 percent weight/volume,['mesalazine'],Pentasa Mesalazine Enema,"ANTIDIARRHEALS, INTESTINAL ANTIINFLAMMATORY/ANTIINFECTIVE AGENTS",A07EC02,RECTAL SUSPENSION,Withdrawn
142,MESALAZINE 400 milligram(s),['mesalazine'],Octasa 400mg MR tablets,"ANTIDIARRHEALS, INTESTINAL ANTIINFLAMMATORY/ANTIINFECTIVE AGENTS",A07EC02,MODIFIED-RELEASE TABLET,Withdrawn
143,MESALAZINE 1600 milligram(s),['mesalazine'],Asacolon 1600 mg modified-release tablets,"ANTIDIARRHEALS, INTESTINAL ANTIINFLAMMATORY/ANTIINFECTIVE AGENTS",A07EC02,MODIFIED-RELEASE TABLET,Authorised
144,MESALAZINE 400 milligram(s),['mesalazine'],Asacolon 400 mg Gastro-resistant Tablets,"ANTIDIARRHEALS, INTESTINAL ANTIINFLAMMATORY/ANTIINFECTIVE AGENTS",A07EC02,GASTRO-RESISTANT CAPSULE,Authorised
145,MESALAZINE 500 milligram(s),['mesalazine'],Pentasa Tablet Prolonged Release 500mg,"ANTIDIARRHEALS, INTESTINAL ANTIINFLAMMATORY/ANTIINFECTIVE AGENTS",A07EC02,PROLONGED-RELEASE TABLET,Authorised
146,MESALAZINE 1 gram(s)/100 millilitres,['mesalazine'],Pentasa Rectal Suspension 10mg/ml,"ANTIDIARRHEALS, INTESTINAL ANTIINFLAMMATORY/ANTIINFECTIVE AGENTS",A07EC02,RECTAL SUSPENSION,Authorised
147,MESALAZINE 400 milligram(s),['mesalazine'],Asacol 400mg Modified Release Tablets,"ANTIDIARRHEALS, INTESTINAL ANTIINFLAMMATORY/ANTIINFECTIVE AGENTS",A07EC02,MODIFIED-RELEASE TABLET,Authorised
148,MESALAZINE 1 gram(s),['mesalazine'],Pentasa 1g Suppositories,"ANTIDIARRHEALS, INTESTINAL ANTIINFLAMMATORY/ANTIINFECTIVE AGENTS",A07EC02,SUPPOSITORY,Authorised
149,MESALAZINE 500 milligram(s),['mesalazine'],Salofalk Suppositories 500mg,"ANTIDIARRHEALS, INTESTINAL ANTIINFLAMMATORY/ANTIINFECTIVE AGENTS",A07EC02,SUPPOSITORY,Invalid
150,MESALAZINE 500 milligram(s),['mesalazine'],Mecolzine 500mg gastro-resistant tablets,"ANTIDIARRHEALS, INTESTINAL ANTIINFLAMMATORY/ANTIINFECTIVE AGENTS",A07EC02,GASTRO-RESISTANT TABLET,Authorised
151,MESALAZINE 1 gram(s),['mesalazine'],Salofalk 1g/actuation Rectal Foam,"ANTIDIARRHEALS, INTESTINAL ANTIINFLAMMATORY/ANTIINFECTIVE AGENTS",A07EC02,RECTAL FOAM,Authorised
152,MESALAZINE 500 milligram(s),['mesalazine'],Crohnax 500mg Suppositories,"ANTIDIARRHEALS, INTESTINAL ANTIINFLAMMATORY/ANTIINFECTIVE AGENTS",A07EC02,SUPPOSITORY,Authorised
153,MESALAZINE 500 milligram(s),['mesalazine'],Mecolzine 500mg suppositories,"ANTIDIARRHEALS, INTESTINAL ANTIINFLAMMATORY/ANTIINFECTIVE AGENTS",A07EC02,SUPPOSITORY,Authorised
154,MESALAZINE 1 gram(s),['mesalazine'],Mecolzine 1g suppositories,"ANTIDIARRHEALS, INTESTINAL ANTIINFLAMMATORY/ANTIINFECTIVE AGENTS",A07EC02,SUPPOSITORY,Authorised
155,MESALAZINE 1000 milligram(s),['mesalazine'],Mecolzine 1000 mg gastro-resistant tablets,"ANTIDIARRHEALS, INTESTINAL ANTIINFLAMMATORY/ANTIINFECTIVE AGENTS",A07EC02,GASTRO-RESISTANT TABLET,Authorised
156,MESALAZINE 400 milligram(s),['mesalazine'],Asacol 400 mg modified-release tablets,"ANTIDIARRHEALS, INTESTINAL ANTIINFLAMMATORY/ANTIINFECTIVE AGENTS",A07EC02,PROLONGED-RELEASE TABLET,Authorised
157,MESALAZINE 400 milligram(s),['mesalazine'],Asacol 400 mg enteric coated tablets,"ANTIDIARRHEALS, INTESTINAL ANTIINFLAMMATORY/ANTIINFECTIVE AGENTS",A07EC02,COATED TABLET,Authorised
158,MESALAZINE 400 milligram(s),['mesalazine'],ASACOL 400 mg gastro-resistant tablets,"ANTIDIARRHEALS, INTESTINAL ANTIINFLAMMATORY/ANTIINFECTIVE AGENTS",A07EC02,GASTRO-RESISTANT TABLET,Authorised
159,MESALAZINE 400 milligram(s),['mesalazine'],Mesalazine Mylan Generics 400 mg gastro-resistant tablets,"ANTIDIARRHEALS, INTESTINAL ANTIINFLAMMATORY/ANTIINFECTIVE AGENTS",A07EC02,GASTRO-RESISTANT TABLET,Authorised
160,MESALAZINE 1 gram(s)/5 grams,['mesalazine'],Claversal 1g rectal foam.,"ANTIDIARRHEALS, INTESTINAL ANTIINFLAMMATORY/ANTIINFECTIVE AGENTS",A07EC02,RECTAL FOAM,Authorised
161,METFORMIN HYDROCHLORIDE 500 milligram(s),['metformin hydrochloride'],Glyformin 500 Tablets,DRUGS USED IN DIABETES,A10BA02,FILM-COATED TABLET,Authorised
162,METFORMIN HYDROCHLORIDE 500 milligram(s),['metformin hydrochloride'],"Glucophage 500mg, film-coated Tablets",DRUGS USED IN DIABETES,A10BA02,FILM-COATED TABLET,Withdrawn
163,METFORMIN HYDROCHLORIDE 850 milligram(s),['metformin hydrochloride'],"Glucophage 850mg, film-coated Tablets",DRUGS USED IN DIABETES,A10BA02,FILM-COATED TABLET,Withdrawn
164,METFORMIN HYDROCHLORIDE 500 milligram(s),['metformin hydrochloride'],GLUCOPHAGE 500mg powder for oral solution in sachets,DRUGS USED IN DIABETES,A10BA02,POWDER FOR ORAL SOLUTION,Withdrawn
165,METFORMIN HYDROCHLORIDE 850 milligram(s),['metformin hydrochloride'],GLUCOPHAGE 850mg powder for oral solution in sachets,DRUGS USED IN DIABETES,A10BA02,POWDER FOR ORAL SOLUTION,Withdrawn
166,METFORMIN HYDROCHLORIDE 1000 milligram(s),['metformin hydrochloride'],GLUCOPHAGE 1000mg powder for oral solution in sachets,DRUGS USED IN DIABETES,A10BA02,POWDER FOR ORAL SOLUTION,Withdrawn
167,METFORMIN HYDROCHLORIDE 500 milligram(s),['metformin hydrochloride'],Metformin Teva 500mg SR Tablets,DRUGS USED IN DIABETES,A10BA02,PROLONGED-RELEASE TABLET,Withdrawn
168,METFORMIN HYDROCHLORIDE 500 milligram(s),['metformin hydrochloride'],Sophamet 500mg film-coated Tablets,DRUGS USED IN DIABETES,A10BA02,FILM-COATED TABLET,Authorised
169,METFORMIN HYDROCHLORIDE 500 milligram(s),['metformin hydrochloride'],METFORAL 500mg Film-Coated Tablets,DRUGS USED IN DIABETES,A10BA02,FILM-COATED TABLET,Authorised
170,METFORMIN HYDROCHLORIDE 850 milligram(s),['metformin hydrochloride'],METFORAL 850mg Film-Coated Tablets,DRUGS USED IN DIABETES,A10BA02,FILM-COATED TABLET,Authorised
171,METFORMIN HYDROCHLORIDE 500 milligram(s),['metformin hydrochloride'],Metformin 500mg Tablets BP,DRUGS USED IN DIABETES,A10BA02,FILM-COATED TABLET,Withdrawn
172,METFORMIN HYDROCHLORIDE 850 milligram(s),['metformin hydrochloride'],Metformin 850mg Tablets,DRUGS USED IN DIABETES,A10BA02,TABLET,Withdrawn
173,METFORMIN HYDROCHLORIDE 500 milligram(s),['metformin hydrochloride'],Metformin LPH 500mg,DRUGS USED IN DIABETES,A10BA02,FILM-COATED TABLET,Withdrawn
174,METFORMIN HYDROCHLORIDE 500 milligram(s),['metformin hydrochloride'],Metformin Tablets 500mg,DRUGS USED IN DIABETES,A10BA02,TABLET,Withdrawn
175,METFORMIN HYDROCHLORIDE 500 milligram(s),['metformin hydrochloride'],Metformin hydrochloride 500mg film-coated Tablets,DRUGS USED IN DIABETES,A10BA02,FILM-COATED TABLET,Authorised
176,METFORMIN HYDROCHLORIDE 850 milligram(s),['metformin hydrochloride'],Metformin hydrochloride 850mg film-coated Tablets,DRUGS USED IN DIABETES,A10BA02,FILM-COATED TABLET,Authorised
177,METFORMIN HYDROCHLORIDE 500 microgram(s),['metformin hydrochloride'],Metformin 500 - 1A Pharma,DRUGS USED IN DIABETES,A10BA02,FILM-COATED TABLET,Withdrawn
178,METFORMIN HYDROCHLORIDE 500 milligram(s),['metformin hydrochloride'],Glucophage 500mg film-coated Tablets,DRUGS USED IN DIABETES,A10BA02,FILM-COATED TABLET,Invalid
179,METFORMIN HYDROCHLORIDE 1000 milligram(s)/5 millilitre,['metformin hydrochloride'],Metformin Hydrochloride Lamda Oral Solution 1000mg/5ml,DRUGS USED IN DIABETES,A10BA02,ORAL SOLUTION,Withdrawn
180,METFORMIN HYDROCHLORIDE 500 milligram(s),['metformin hydrochloride'],Glucophage 500mg film-coated Tablets,DRUGS USED IN DIABETES,A10BA02,FILM-COATED TABLET,Authorised
181,METFORMIN HYDROCHLORIDE 500 milligram(s),['metformin hydrochloride'],Metformin Tablets 500mg,DRUGS USED IN DIABETES,A10BA02,TABLET,Invalid
182,METFORMIN HYDROCHLORIDE 100 milligram(s),['metformin hydrochloride'],Metformin Hydrochloride 500mg/5ml Oral Solution,DRUGS USED IN DIABETES,A10BA02,ORAL SOLUTION,Authorised
183,METFORMIN HYDROCHLORIDE 500 milligram(s),['metformin hydrochloride'],"Metformin Tablet, film coated 500mg",DRUGS USED IN DIABETES,A10BA02,FILM-COATED TABLET,Withdrawn
184,METFORMIN HYDROCHLORIDE 500 milligram(s),['metformin hydrochloride'],"Metformin Tablets BP Tablet, film coated 500mg",DRUGS USED IN DIABETES,A10BA02,FILM-COATED TABLET,Withdrawn
185,METFORMIN HYDROCHLORIDE 1000 milligram(s),['metformin hydrochloride'],Glucophage SR 1000mg Prolonged Release Tablet,DRUGS USED IN DIABETES,A10BA02,PROLONGED-RELEASE TABLET,Withdrawn
186,METFORMIN HYDROCHLORIDE 500 milligram(s),['metformin hydrochloride'],Glucophage SR 500mg Prolonged Release Tablets Getemin SR 500mg Prolonged Release Tablets,DRUGS USED IN DIABETES,A10BA02,PROLONGED-RELEASE TABLET,Withdrawn
187,METFORMIN HYDROCHLORIDE 500 milligram(s),['metformin hydrochloride'],Metformin Crescent 500 mg Tablets,DRUGS USED IN DIABETES,A10BA02,FILM-COATED TABLET,Authorised
188,METFORMIN HYDROCHLORIDE 500 milligram(s),['metformin hydrochloride'],Metformin 500mg Tablets BP,DRUGS USED IN DIABETES,A10BA02,FILM-COATED TABLET,Authorised
189,METFORMIN HYDROCHLORIDE 500 milligram(s),['metformin hydrochloride'],"Metformin Basi, 500 mg, film-coated tablets",DRUGS USED IN DIABETES,A10BA02,FILM-COATED TABLET,Authorised
190,METFORMIN HYDROCHLORIDE 500 milligram(s),['metformin hydrochloride'],Glucophage 500mg film-coated tablets,DRUGS USED IN DIABETES,A10BA02,FILM-COATED TABLET,Authorised
191,METFORMIN HYDROCHLORIDE 500 milligram(s),['metformin hydrochloride'],"METFORMIN BGR 500 mg, film-coated tablet",DRUGS USED IN DIABETES,A10BA02,FILM-COATED TABLET,Authorised
192,METFORMIN HYDROCHLORIDE 500 milligram(s),['metformin hydrochloride'],GLUCOPHAGE UNIDIE 500 mg prolonged-release tablets,DRUGS USED IN DIABETES,A10BA02,PROLONGED-RELEASE TABLET,Authorised
193,METFORMIN HYDROCHLORIDE 1000 milligram(s),['metformin hydrochloride'],GLUCOPHAGE UNIDIE 1000 mg prolonged-release tablets,DRUGS USED IN DIABETES,A10BA02,PROLONGED-RELEASE TABLET,Authorised
194,METFORMIN HYDROCHLORIDE 500 milligram(s),['metformin hydrochloride'],Metformin 500mg Tablets,DRUGS USED IN DIABETES,A10BA02,FILM-COATED TABLET,Authorised
195,METFORMIN HYDROCHLORIDE 750 milligram(s),['metformin hydrochloride'],GLUCOPHAGE UNIDIE 750 mg prolonged-release tablets,DRUGS USED IN DIABETES,A10BA02,PROLONGED-RELEASE TABLET,Withdrawn
196,METFORMIN HYDROCHLORIDE 500 milligram(s),['metformin hydrochloride'],Metformina Arena 500 mg tablets,DRUGS USED IN DIABETES,A10BA02,TABLET,Authorised
197,METFORMIN HYDROCHLORIDE 1000 milligram(s),['metformin hydrochloride'],"METFORMINE BIOGARAN 1000 mg, film-coated tablet",DRUGS USED IN DIABETES,A10BA02,FILM-COATED TABLET,Authorised
198,METFORMIN HYDROCHLORIDE 500 milligram(s),['metformin hydrochloride'],GLUCOPHAGE UNIDIE 500 mg prolonged-release tablets,DRUGS USED IN DIABETES,A10BA02,PROLONGED-RELEASE TABLET,Authorised
199,METFORMIN HYDROCHLORIDE 1000 milligram(s),['metformin hydrochloride'],GLUCOPHAGE UNIDIE 1000 mg prolonged-release tablets,DRUGS USED IN DIABETES,A10BA02,PROLONGED-RELEASE TABLET,Authorised
200,METFORMIN HYDROCHLORIDE 500 milligram(s),['metformin hydrochloride'],Metformin 500mg Tablets BP,DRUGS USED IN DIABETES,A10BA02,FILM-COATED TABLET,Authorised
201,METFORMIN HYDROCHLORIDE 500 milligram(s),['metformin hydrochloride'],Brotmin 500mg film-coated tablets,DRUGS USED IN DIABETES,A10BA02,FILM-COATED TABLET,Authorised
202,METFORMIN HYDROCHLORIDE 850 milligram(s),['metformin hydrochloride'],Brotmin 850mg film-coated tablets,DRUGS USED IN DIABETES,A10BA02,FILM-COATED TABLET,Authorised
203,METFORMIN HYDROCHLORIDE 1000 milligram(s),['metformin hydrochloride'],Brotmin 1000mg film-coated tablets,DRUGS USED IN DIABETES,A10BA02,FILM-COATED TABLET,Authorised
204,METFORMIN HYDROCHLORIDE 500 milligram(s),['metformin hydrochloride'],Glucophage 500mg film-coated Tablets,DRUGS USED IN DIABETES,A10BA02,FILM-COATED TABLET,Authorised
205,METFORMIN HYDROCHLORIDE 500 milligram(s),['metformin hydrochloride'],Metformin Accord 500 mg film-coated tablets,DRUGS USED IN DIABETES,A10BA02,FILM-COATED TABLET,Withdrawn
206,METFORMIN HYDROCHLORIDE 500 milligram(s),['metformin hydrochloride'],Glucophage 500 mg film-coated tablets,DRUGS USED IN DIABETES,A10BA02,FILM-COATED TABLET,Authorised
207,METFORMIN HYDROCHLORIDE 850 milligram(s),['metformin hydrochloride'],Metformin Pinewood 850 mg film-coated tablets,DRUGS USED IN DIABETES,A10BA02,FILM-COATED TABLET,Authorised
208,METFORMIN HYDROCHLORIDE 500 milligram(s),['metformin hydrochloride'],Metformin Pinewood 500 mg film-coated tablets,DRUGS USED IN DIABETES,A10BA02,FILM-COATED TABLET,Authorised
209,METFORMIN HYDROCHLORIDE 500 milligram(s),['metformin hydrochloride'],Glucophage UNIDIE 500 mg prolonged-release tablets,DRUGS USED IN DIABETES,A10BA02,PROLONGED-RELEASE TABLET,Authorised
210,METFORMIN HYDROCHLORIDE 1000 milligram(s),['metformin hydrochloride'],Glucophage UNIDIE 1000 mg prolonged-release tablets,DRUGS USED IN DIABETES,A10BA02,PROLONGED-RELEASE TABLET,Authorised
211,METFORMIN HYDROCHLORIDE 500 milligram(s),['metformin hydrochloride'],"METFORMIN DOC GENERICS 500mg, prolonged release tablets",DRUGS USED IN DIABETES,A10BA02,PROLONGED-RELEASE TABLET,Authorised
212,METFORMIN HYDROCHLORIDE 750 milligram(s),['metformin hydrochloride'],"METFORMIN DOC GENERICS 750mg, prolonged release tablets",DRUGS USED IN DIABETES,A10BA02,PROLONGED-RELEASE TABLET,Authorised
213,METFORMIN HYDROCHLORIDE 1000 milligram(s),['metformin hydrochloride'],"METFORMIN DOC GENERICS, 1000mg prolonged release tablets",DRUGS USED IN DIABETES,A10BA02,PROLONGED-RELEASE TABLET,Authorised
214,METFORMIN HYDROCHLORIDE 850 milligram(s),['metformin hydrochloride'],Glucophage 850 mg film-coated tablets,DRUGS USED IN DIABETES,A10BA02,FILM-COATED TABLET,Authorised
215,GLICLAZIDE  milligram(s),['GLICLAZIDE  milligram(s)'],Medoclazide,DRUGS USED IN DIABETES,A10BB09,TABLET,Authorised
216,GLICLAZIDE  milligram(s),['GLICLAZIDE  milligram(s)'],Diamicron,DRUGS USED IN DIABETES,A10BB09,TABLET,Authorised
217,GLICLAZIDE  milligram(s),['GLICLAZIDE  milligram(s)'],Diamicron MR Tablets 30,DRUGS USED IN DIABETES,A10BB09,MODIFIED-RELEASE TABLET,Withdrawn
218,GLICLAZIDE  milligram(s),['GLICLAZIDE  milligram(s)'],Diamicron MR Tablets 60,DRUGS USED IN DIABETES,A10BB09,MODIFIED-RELEASE TABLET,Authorised
219,GLICLAZIDE  milligram(s),['GLICLAZIDE  milligram(s)'],Normodiab 80mg Tablets,DRUGS USED IN DIABETES,A10BB09,TABLET,Withdrawn
220,GLICLAZIDE 30 milligram(s),['gliclazide'],Zicron PR Tablet prolonged-release 30mg,DRUGS USED IN DIABETES,A10BB09,PROLONGED-RELEASE TABLET,Authorised
221,GLICLAZIDE  milligram(s),['GLICLAZIDE  milligram(s)'],Glizorem 80mg Tablets,DRUGS USED IN DIABETES,A10BB09,TABLET,Authorised
222,GLICLAZIDE  milligram(s),['GLICLAZIDE  milligram(s)'],Gliclazide 80mg Tablets,DRUGS USED IN DIABETES,A10BB09,TABLET,Withdrawn
223,GLICLAZIDE  milligram(s),['GLICLAZIDE  milligram(s)'],Gliclazide 80mg Tablets,DRUGS USED IN DIABETES,A10BB09,TABLET,Withdrawn
224,GLICLAZIDE 60 milligram(s),['gliclazide'],Diamicron MR 60mg Modified Release Tablets,DRUGS USED IN DIABETES,A10BB09,MODIFIED-RELEASE TABLET,Withdrawn
225,GLICLAZIDE 60 milligram(s),['gliclazide'],Diamicron MR Tablet Modified Release 60mg,DRUGS USED IN DIABETES,A10BB09,MODIFIED-RELEASE TABLET,Authorised
226,GLICLAZIDE  milligram(s),['GLICLAZIDE  milligram(s)'],Diamicron MR 30mg Modified Release Tablet,DRUGS USED IN DIABETES,A10BB09,MODIFIED-RELEASE TABLET,Withdrawn
227,GLICLAZIDE 30 milligram(s),['gliclazide'],Azildor 30mg,DRUGS USED IN DIABETES,A10BB09,MODIFIED-RELEASE TABLET,Withdrawn
228,GLICLAZIDE 60 milligram(s),['gliclazide'],Azildor 60mg,DRUGS USED IN DIABETES,A10BB09,MODIFIED-RELEASE TABLET,Withdrawn
229,GLICLAZIDE 30 milligram(s),['gliclazide'],"Diamicron MR 30 mg, modified release tablet",DRUGS USED IN DIABETES,A10BB09,MODIFIED-RELEASE TABLET,Authorised
230,GLICLAZIDE 60 milligram(s),['gliclazide'],Diamicron MR Tablets 60mg,DRUGS USED IN DIABETES,A10BB09,MODIFIED-RELEASE TABLET,Withdrawn
231,GLICLAZIDE 80 milligram(s),['gliclazide'],Gliclazide 80mg Tablets,DRUGS USED IN DIABETES,A10BB09,TABLET,Authorised
232,GLICLAZIDE 80 milligram(s),['gliclazide'],Gliclazide 80mg Tablets,DRUGS USED IN DIABETES,A10BB09,TABLET,Withdrawn
233,GLICLAZIDE 30 milligram(s),['gliclazide'],"DIAMICRON 30 mg, modified release tablet",DRUGS USED IN DIABETES,A10BB09,MODIFIED-RELEASE TABLET,Authorised
234,GLICLAZIDE 30 milligram(s),['gliclazide'],"DIAMICRON 30 mg, modified release tablet",DRUGS USED IN DIABETES,A10BB09,MODIFIED-RELEASE TABLET,Authorised
235,GLICLAZIDE 30 milligram(s),['gliclazide'],DIAMICRON MR 30 mg modified-release tablets,DRUGS USED IN DIABETES,A10BB09,MODIFIED-RELEASE TABLET,Authorised
236,GLICLAZIDE 60 milligram(s),['gliclazide'],DIAMICRON MR 60 mg modified-release tablets,DRUGS USED IN DIABETES,A10BB09,MODIFIED-RELEASE TABLET,Authorised
237,GLICLAZIDE 60 milligram(s),['gliclazide'],Diamicron MR 60 mg modified-release tablets,DRUGS USED IN DIABETES,A10BB09,MODIFIED-RELEASE TABLET,Authorised
238,GLICLAZIDE 30 milligram(s),['gliclazide'],Diamicron MR 30 mg modified-release tablets,DRUGS USED IN DIABETES,A10BB09,MODIFIED-RELEASE TABLET,Authorised
239,GLIBENCLAMIDE 2.5 milligram(s) | METFORMIN HYDROCHLORIDE 400 milligram(s),"['glibenclamide', 'metformin hydrochloride']",Glibomet  400mg+ 2.5mg film-coated Tablets,DRUGS USED IN DIABETES,A10BD02,FILM-COATED TABLET,Withdrawn
240,METFORMIN HYDROCHLORIDE 850 milligram(s) | SITAGLIPTIN 50 milligram(s),"['metformin hydrochloride', 'sitagliptin']",Sitagliptin/Metformin Merck 50 mg/850 mg film-coated tablets,DRUGS USED IN DIABETES,A10BD07,FILM-COATED TABLET,Authorised
241,SITAGLIPTIN 50 milligram(s) | METFORMIN HYDROCHLORIDE 1000 milligram(s),"['sitagliptin', 'metformin hydrochloride']",Sitagliptin/Metformin Merck 50 mg/1000 mg film-coated tablets,DRUGS USED IN DIABETES,A10BD07,FILM-COATED TABLET,Authorised
242,SITAGLIPTIN 50 milligram(s) | METFORMIN HYDROCHLORIDE 850 milligram(s),"['sitagliptin', 'metformin hydrochloride']",Combodiab 50 mg/850 mg film-coated tablets,DRUGS USED IN DIABETES,A10BD07,FILM-COATED TABLET,Authorised
243,SITAGLIPTIN 50 milligram(s) | METFORMIN HYDROCHLORIDE 1000 milligram(s),"['sitagliptin', 'metformin hydrochloride']",Combodiab 50 mg/1000 mg film-coated tablets,DRUGS USED IN DIABETES,A10BD07,FILM-COATED TABLET,Authorised
244,SITAGLIPTIN 50 milligram(s) | METFORMIN HYDROCHLORIDE 850 milligram(s),"['sitagliptin', 'metformin hydrochloride']",Sitagliptin/Metformin hydrochloride Tiefenbacher 50/850 mg film-coated tablets,DRUGS USED IN DIABETES,A10BD07,FILM-COATED TABLET,Withdrawn
245,SITAGLIPTIN 50 milligram(s) | METFORMIN HYDROCHLORIDE 1000 milligram(s),"['sitagliptin', 'metformin hydrochloride']",Sitagliptin/Metformin hydrochloride Tiefenbacher 50/1000 mg film-coated tablets,DRUGS USED IN DIABETES,A10BD07,FILM-COATED TABLET,Withdrawn
246,SITAGLIPTIN 50 milligram(s) | METFORMIN HYDROCHLORIDE 850 milligram(s),"['sitagliptin', 'metformin hydrochloride']",Simebetes 50/850 mg film-coated tablets,DRUGS USED IN DIABETES,A10BD07,FILM-COATED TABLET,Withdrawn
247,SITAGLIPTIN 50 milligram(s) | METFORMIN HYDROCHLORIDE 1000 milligram(s),"['sitagliptin', 'metformin hydrochloride']",Simebetes 50/1000 mg film-coated tablets,DRUGS USED IN DIABETES,A10BD07,FILM-COATED TABLET,Withdrawn
248,SITAGLIPTIN 50 milligram(s) | METFORMIN HYDROCHLORIDE 850 milligram(s),"['sitagliptin', 'metformin hydrochloride']",SITAGLIPTIN/METFORMIN DOC 50 mg/850 mg film-coated tablets,DRUGS USED IN DIABETES,A10BD07,FILM-COATED TABLET,Authorised
249,SITAGLIPTIN 50 milligram(s) | METFORMIN HYDROCHLORIDE 1000 milligram(s),"['sitagliptin', 'metformin hydrochloride']",SITAGLIPTIN/METFORMIN DOC 50 mg/1000 mg film-coated tablets,DRUGS USED IN DIABETES,A10BD07,FILM-COATED TABLET,Authorised
250,SITAGLIPTIN 50 milligram(s) | METFORMIN HYDROCHLORIDE 850 milligram(s),"['sitagliptin', 'metformin hydrochloride']",Sitagliptin/Metformin Rafarm 50 mg/850 mg film-coated tablets,DRUGS USED IN DIABETES,A10BD07,FILM-COATED TABLET,Authorised
251,SITAGLIPTIN 50 milligram(s) | METHIONINE 1000 milligram(s),"['sitagliptin', 'methionine']",Sitagliptin/Metformin Rafarm 50 mg/1000 mg film-coated tablets,DRUGS USED IN DIABETES,A10BD07,FILM-COATED TABLET,Authorised
252,SITAGLIPTIN 50 milligram(s) | METFORMIN HYDROCHLORIDE 850 milligram(s),"['sitagliptin', 'metformin hydrochloride']",Sitagliptin/Metformin Kern Pharma 50 mg/850 mg film-coated tablets,DRUGS USED IN DIABETES,A10BD07,FILM-COATED TABLET,Authorised
253,SITAGLIPTIN 50 milligram(s) | METFORMIN HYDROCHLORIDE 1000 milligram(s),"['sitagliptin', 'metformin hydrochloride']",Sitagliptin/Metformin Kern Pharma 50 mg/1000 mg film-coated tablets,DRUGS USED IN DIABETES,A10BD07,FILM-COATED TABLET,Authorised
254,SITAGLIPTIN 50 milligram(s) | METFORMIN HYDROCHLORIDE 850 milligram(s),"['sitagliptin', 'metformin hydrochloride']",Sitagliptin / Metformin PharOS 50 mg/850 mg film-coated tablets,DRUGS USED IN DIABETES,A10BD07,FILM-COATED TABLET,Authorised
255,SITAGLIPTIN 50 milligram(s) | METFORMIN HYDROCHLORIDE 1000 milligram(s),"['sitagliptin', 'metformin hydrochloride']",Sitagliptin / Metformin PharOS 50 mg/1000 mg film-coated tablets,DRUGS USED IN DIABETES,A10BD07,FILM-COATED TABLET,Authorised
256,SITAGLIPTIN 50 milligram(s) | METFORMIN HYDROCHLORIDE 850 milligram(s),"['sitagliptin', 'metformin hydrochloride']",Sipactimet 50 mg/850 mg film-coated tablets,DRUGS USED IN DIABETES,A10BD07,FILM-COATED TABLET,Authorised
257,METFORMIN HYDROCHLORIDE 1000 milligram(s) | SITAGLIPTIN 50 milligram(s),"['metformin hydrochloride', 'sitagliptin']",Sipactimet 50 mg/1000 mg film-coated tablets,DRUGS USED IN DIABETES,A10BD07,FILM-COATED TABLET,Authorised
